,0
als_m12_id_bank_week_allnum,47826
als_m12_id_bank_week_orgnum,47826
als_m12_id_bank_night_allnum,47826
als_m12_id_bank_night_orgnum,47826
als_m12_id_nbank_selfnum,18625
als_m12_id_nbank_allnum,18625
als_m12_id_nbank_p2p_allnum,50250
als_m12_id_nbank_mc_allnum,73761
als_m12_id_nbank_ca_allnum,39848
als_m12_id_nbank_cf_allnum,25202
als_m12_id_nbank_com_allnum,85401
als_m12_id_nbank_oth_allnum,46123
als_m12_id_nbank_nsloan_allnum,42043
als_m12_id_nbank_autofin_allnum,93219
als_m12_id_nbank_sloan_allnum,46249
als_m12_id_nbank_cons_allnum,39441
als_m12_id_nbank_finlea_allnum,69165
als_m12_id_nbank_else_allnum,30413
als_m12_id_nbank_orgnum,18625
als_m12_id_nbank_p2p_orgnum,50250
als_m12_id_nbank_mc_orgnum,73761
als_m12_id_nbank_ca_orgnum,39848
als_m12_id_nbank_cf_orgnum,25202
als_m12_id_nbank_com_orgnum,85401
als_m12_id_nbank_oth_orgnum,46123
als_m12_id_nbank_nsloan_orgnum,42043
als_m12_id_nbank_autofin_orgnum,93219
als_m12_id_nbank_sloan_orgnum,46249
als_m12_id_nbank_cons_orgnum,39441
als_m12_id_nbank_finlea_orgnum,69165
als_m12_id_nbank_else_orgnum,30413
als_m12_id_nbank_tot_mons,18625
als_m12_id_nbank_avg_monnum,18625
als_m12_id_nbank_max_monnum,18625
als_m12_id_nbank_min_monnum,18625
als_m12_id_nbank_max_inteday,28413
als_m12_id_nbank_min_inteday,28413
als_m12_id_nbank_week_allnum,18625
als_m12_id_nbank_week_orgnum,18625
als_m12_id_nbank_night_allnum,18625
als_m12_id_nbank_night_orgnum,18625
als_m12_cell_max_inteday,24404
als_m12_cell_min_inteday,24404
als_m12_cell_tot_mons,14056
als_m12_cell_avg_monnum,14056
als_m12_cell_max_monnum,14056
als_m12_cell_min_monnum,14056
als_m12_cell_pdl_allnum,33847
als_m12_cell_pdl_orgnum,33847
als_m12_cell_caon_allnum,41600
als_m12_cell_caon_orgnum,41600
als_m12_cell_rel_allnum,36228
als_m12_cell_rel_orgnum,36228
als_m12_cell_caoff_allnum,57174
als_m12_cell_caoff_orgnum,57174
als_m12_cell_cooff_allnum,59527
als_m12_cell_cooff_orgnum,59527
als_m12_cell_af_allnum,88653
als_m12_cell_af_orgnum,88653
als_m12_cell_coon_allnum,72258
als_m12_cell_coon_orgnum,72258
als_m12_cell_oth_allnum,51623
als_m12_cell_oth_orgnum,51623
als_m12_cell_bank_selfnum,42738
als_m12_cell_bank_allnum,42738
als_m12_cell_bank_tra_allnum,43209
als_m12_cell_bank_ret_allnum,92116
als_m12_cell_bank_orgnum,42738
als_m12_cell_bank_tra_orgnum,43209
als_m12_cell_bank_ret_orgnum,92116
als_m12_cell_bank_tot_mons,42738
als_m12_cell_bank_avg_monnum,42738
als_m12_cell_bank_max_monnum,42738
als_m12_cell_bank_min_monnum,42738
als_m12_cell_bank_max_inteday,64629
als_m12_cell_bank_min_inteday,64629
als_m12_cell_bank_week_allnum,42738
als_m12_cell_bank_week_orgnum,42738
als_m12_cell_bank_night_allnum,42738
als_m12_cell_bank_night_orgnum,42738
als_m12_cell_nbank_selfnum,20841
als_m12_cell_nbank_allnum,20841
als_m12_cell_nbank_p2p_allnum,56249
als_m12_cell_nbank_mc_allnum,75294
als_m12_cell_nbank_ca_allnum,41426
als_m12_cell_nbank_cf_allnum,27623
als_m12_cell_nbank_com_allnum,85692
als_m12_cell_nbank_oth_allnum,47742
als_m12_cell_nbank_nsloan_allnum,45509
als_m12_cell_nbank_autofin_allnum,93226
als_m12_cell_nbank_sloan_allnum,47939
als_m12_cell_nbank_cons_allnum,41722
als_m12_cell_nbank_finlea_allnum,70121
als_m12_cell_nbank_else_allnum,32543
als_m12_cell_nbank_orgnum,20841
als_m12_cell_nbank_p2p_orgnum,56249
als_m12_cell_nbank_mc_orgnum,75294
als_m12_cell_nbank_ca_orgnum,41426
als_m12_cell_nbank_cf_orgnum,27623
als_m12_cell_nbank_com_orgnum,85692
als_m12_cell_nbank_oth_orgnum,47742
als_m12_cell_nbank_nsloan_orgnum,45509
als_m12_cell_nbank_autofin_orgnum,93226
als_m12_cell_nbank_sloan_orgnum,47939
als_m12_cell_nbank_cons_orgnum,41722
als_m12_cell_nbank_finlea_orgnum,70121
als_m12_cell_nbank_else_orgnum,32543
als_m12_cell_nbank_tot_mons,20841
als_m12_cell_nbank_avg_monnum,20841
als_m12_cell_nbank_max_monnum,20841
als_m12_cell_nbank_min_monnum,20841
als_m12_cell_nbank_max_inteday,30884
als_m12_cell_nbank_min_inteday,30884
als_m12_cell_nbank_week_allnum,20841
als_m12_cell_nbank_week_orgnum,20841
als_m12_cell_nbank_night_allnum,20841
als_m12_cell_nbank_night_orgnum,20841
als_fst_id_bank_inteday,47826
als_fst_id_nbank_inteday,18625
als_fst_cell_bank_inteday,42738
als_fst_cell_nbank_inteday,20841
als_lst_id_bank_inteday,47826
als_lst_id_bank_consnum,47826
als_lst_id_bank_csinteday,47826
als_lst_id_nbank_inteday,18625
als_lst_id_nbank_consnum,18625
als_lst_id_nbank_csinteday,18625
als_lst_cell_bank_inteday,42738
als_lst_cell_bank_consnum,42738
als_lst_cell_bank_csinteday,42738
als_lst_cell_nbank_inteday,20841
als_lst_cell_nbank_consnum,20841
als_lst_cell_nbank_csinteday,20841
